PRODUCTLINE,Quarter,Month,Year,QUANTITYORDERED,SALES,
Trucks and Buses,Q3,Aug,2004,29,2402.07,
Trucks and Buses,Q3,Sep,2004,26,2178.54,
Trucks and Buses,Q4,Oct,2004,28,3155.04,
Trucks and Buses,Q4,Oct,2004,27,2366.28,
Trucks and Buses,Q4,Nov,2004,20,1963.6,
Trucks and Buses,Q4,Nov,2004,44,4746.28,
Trucks and Buses,Q4,Nov,2004,42,6386.94,
Trucks and Buses,Q4,Dec,2004,41,4428,
Trucks and Buses,Q1,Jan,2005,26,4044.04,
Trucks and Buses,Q1,Feb,2005,26,2708.42,
Trucks and Buses,Q2,May,2005,26,2904.72,
Trucks and Buses,Q2,May,2005,41,3553.88,
Motorcycles,Q1,Feb,2003,20,1858,
Motorcycles,Q2,Apr,2003,22,2461.36,
Motorcycles,Q2,Jun,2003,23,2642.01,
Motorcycles,Q3,Aug,2003,33,3098.7,
Motorcycles,Q4,Oct,2003,28,3244.36,
Motorcycles,Q4,Nov,2003,44,4351.16,
Motorcycles,Q1,Jan,2004,46,3675.86,
Motorcycles,Q1,Feb,2004,21,2475.27,
Motorcycles,Q2,Apr,2004,41,4177.49,
Motorcycles,Q2,May,2004,31,3282.28,
Motorcycles,Q2,Jun,2004,31,2477.21,
Motorcycles,Q3,Jul,2004,23,1883.93,
Motorcycles,Q3,Aug,2004,37,3658.93,
Motorcycles,Q3,Sep,2004,26,2856.88,
Motorcycles,Q4,Oct,2004,24,1917.84,
Motorcycles,Q4,Nov,2004,47,5305.36,
Motorcycles,Q4,Nov,2004,45,2875.95,
Motorcycles,Q4,Nov,2004,55,6482.85,
Motorcycles,Q4,Dec,2004,46,3733.82,
Motorcycles,Q1,Jan,2005,50,6576.5,
Motorcycles,Q1,Feb,2005,37,6353.27,
Motorcycles,Q1,Mar,2005,44,4175.6,
Motorcycles,Q2,Apr,2005,49,4992.61,
Motorcycles,Q2,May,2005,45,4764.6,
Motorcycles,Q1,Mar,2003,27,1173.15,
Motorcycles,Q2,May,2003,31,1384.46,
Motorcycles,Q3,Jul,2003,33,1327.59,
Motorcycles,Q3,Aug,2003,31,1109.8,
Motorcycles,Q4,Oct,2003,35,1239,
Motorcycles,Q4,Nov,2003,26,1035.58,
Motorcycles,Q4,Nov,2003,34,1545.64,
Motorcycles,Q4,Nov,2003,46,1517.54,
Motorcycles,Q1,Jan,2004,41,1731.84,
Motorcycles,Q1,Feb,2004,43,1695.49,
Motorcycles,Q2,Apr,2004,26,1045.98,
Motorcycles,Q2,May,2004,36,1738.08,
Motorcycles,Q2,Jun,2004,20,651.8,
Motorcycles,Q3,Aug,2004,27,988.47,
Motorcycles,Q3,Aug,2004,37,1518.11,
Motorcycles,Q3,Sep,2004,24,1013.76,
Motorcycles,Q4,Oct,2004,36,1549.8,
Motorcycles,Q4,Nov,2004,29,1108.38,
Motorcycles,Q4,Nov,2004,28,4102.56,
Motorcycles,Q4,Nov,2004,29,3713.16,
Motorcycles,Q4,Dec,2004,38,1513.54,
Motorcycles,Q1,Jan,2005,48,2317.44,
Motorcycles,Q1,Feb,2005,40,3298.4,
Motorcycles,Q1,Mar,2005,41,1826.96,
Motorcycles,Q2,Apr,2005,30,1206.9,
Trucks and Buses,Q1,Jan,2003,35,1666.7,
Trucks and Buses,Q2,Apr,2003,28,1560.44,
Trucks and Buses,Q2,Jun,2003,45,2337.75,
Trucks and Buses,Q3,Aug,2003,24,1103.76,
Trucks and Buses,Q3,Sep,2003,41,2617.85,
Trucks and Buses,Q4,Oct,2003,48,2207.52,
Trucks and Buses,Q4,Nov,2003,50,3165.5,
Trucks and Buses,Q4,Nov,2003,33,2071.41,
Trucks and Buses,Q4,Nov,2003,32,1385.28,
Trucks and Buses,Q4,Dec,2003,27,1621.62,
Trucks and Buses,Q1,Feb,2004,35,1931.65,
Trucks and Buses,Q1,Mar,2004,23,1244.53,
Trucks and Buses,Q2,May,2004,35,1704.5,
Trucks and Buses,Q2,Jun,2004,40,1753.2,
Trucks and Buses,Q3,Jul,2004,35,1666.7,
Trucks and Buses,Q3,Aug,2004,31,1710.89,
Trucks and Buses,Q3,Sep,2004,50,2326.5,
Trucks and Buses,Q4,Oct,2004,40,2316,
Trucks and Buses,Q4,Oct,2004,38,1727.1,
Trucks and Buses,Q4,Nov,2004,38,8844.12,
Trucks and Buses,Q4,Nov,2004,40,2424,
Trucks and Buses,Q4,Dec,2004,33,1535.49,
Trucks and Buses,Q4,Dec,2004,36,6358.68,
Trucks and Buses,Q1,Jan,2005,20,1329.4,
Trucks and Buses,Q1,Feb,2005,32,1701.76,
Trucks and Buses,Q1,Mar,2005,36,2259.72,
Trucks and Buses,Q2,May,2005,19,925.3,
Trucks and Buses,Q2,May,2005,11,482.13,
Trains,Q1,Jan,2003,49,3227.63,
Trains,Q2,Apr,2003,27,1711.26,
Trains,Q2,Jun,2003,29,2054.36,
Trains,Q3,Aug,2003,42,3131.94,
Trains,Q3,Sep,2003,33,1681.35,
Trains,Q4,Oct,2003,44,2351.36,
Trains,Q4,Nov,2003,22,1408,
Trains,Q4,Nov,2003,48,2445.6,
Trains,Q4,Nov,2003,33,1804.44,
Trains,Q4,Dec,2003,45,2544.75,
Trains,Q1,Feb,2004,20,1056.4,
Trains,Q1,Mar,2004,46,2801.4,
Trains,Q2,May,2004,40,1988.4,
Trains,Q3,Jul,2004,45,2908.35,
Trains,Q3,Aug,2004,36,2147.4,
Trains,Q3,Sep,2004,31,2099.63,
Trains,Q4,Oct,2004,46,2315.18,
Trains,Q4,Oct,2004,35,2327.15,
Trains,Q4,Nov,2004,28,5377.4,
Trains,Q4,Nov,2004,31,2626.01,
Trains,Q4,Dec,2004,27,4406.4,
Trains,Q4,Dec,2004,22,4301.22,
Trains,Q1,Jan,2005,30,2986.5,
Trains,Q1,Feb,2005,44,1587.08,
Trains,Q1,Mar,2005,30,1808.4,
Trains,Q2,May,2005,24,1193.04,
Trucks and Buses,Q1,Jan,2003,45,3403.35,
Trucks and Buses,Q1,Mar,2003,23,1575.96,
Trucks and Buses,Q2,May,2003,26,1630.2,
Trucks and Buses,Q3,Jul,2003,28,1701.28,
Trucks and Buses,Q3,Sep,2003,49,2850.82,
Trucks and Buses,Q4,Oct,2003,49,2692.06,
Trucks and Buses,Q4,Nov,2003,29,2174.42,
Trucks and Buses,Q4,Nov,2003,49,3167.36,
Trucks and Buses,Q4,Nov,2003,39,2142.66,
Trucks and Buses,Q4,Dec,2003,36,2117.52,
Trucks and Buses,Q1,Feb,2004,39,2419.95,
Trucks and Buses,Q1,Mar,2004,30,2191.2,
Trucks and Buses,Q2,May,2004,44,3043.04,
Trucks and Buses,Q2,Jun,2004,20,1228.2,
Trucks and Buses,Q3,Jul,2004,21,1330.35,
Trucks and Buses,Q3,Aug,2004,36,2792.52,
Trucks and Buses,Q3,Sep,2004,32,2296,
Trucks and Buses,Q4,Oct,2004,36,2629.44,
Trucks and Buses,Q4,Oct,2004,34,1912.16,
Trucks and Buses,Q4,Nov,2004,48,8209.44,
Trucks and Buses,Q4,Nov,2004,33,2431.77,
Trucks and Buses,Q4,Nov,2004,31,3139.99,
Trucks and Buses,Q4,Dec,2004,36,5669.64,
Trucks and Buses,Q1,Jan,2005,25,3160.25,
Trucks and Buses,Q1,Feb,2005,48,6799.68,
Trucks and Buses,Q2,May,2005,27,1867.32,
Trucks and Buses,Q2,May,2005,44,2702.04,
Vintage Cars,Q1,Feb,2003,33,2406.36,
Vintage Cars,Q2,Apr,2003,29,2094.67,
Vintage Cars,Q2,Jun,2003,49,2797.9,
Vintage Cars,Q3,Aug,2003,20,1637.2,
Vintage Cars,Q4,Oct,2003,31,2281.91,
Vintage Cars,Q1,Jan,2004,39,2307.24,
Vintage Cars,Q1,Feb,2004,20,1320.8,
Vintage Cars,Q2,Apr,2004,34,2642.82,
Vintage Cars,Q2,May,2004,50,3061,
Vintage Cars,Q2,Jun,2004,40,3164.4,
Vintage Cars,Q3,Jul,2004,28,1791.16,
Vintage Cars,Q3,Aug,2004,50,4093,
Vintage Cars,Q3,Sep,2004,28,2234.4,
Vintage Cars,Q4,Oct,2004,46,3037.84,
Vintage Cars,Q4,Nov,2004,24,1419.84,
Vintage Cars,Q4,Nov,2004,24,1948.08,
Vintage Cars,Q4,Nov,2004,39,2307.24,
Vintage Cars,Q4,Dec,2004,40,1780.4,
Vintage Cars,Q4,Dec,2004,49,3544.17,
Vintage Cars,Q1,Feb,2005,44,3619.44,
Vintage Cars,Q1,Mar,2005,35,3918.95,
Vintage Cars,Q1,Mar,2005,22,1483.02,
Vintage Cars,Q2,Apr,2005,62,4819.26,
Vintage Cars,Q2,May,2005,26,1591.72,
Motorcycles,Q1,Mar,2003,31,3669.78,
Motorcycles,Q2,May,2003,25,2168.5,
Motorcycles,Q3,Jul,2003,30,2694,
Motorcycles,Q3,Aug,2003,27,3251.34,
Motorcycles,Q4,Oct,2003,23,2347.15,
Motorcycles,Q4,Nov,2003,34,3920.88,
Motorcycles,Q4,Nov,2003,22,2514.6,
Motorcycles,Q4,Nov,2003,42,3600.24,
Motorcycles,Q1,Jan,2004,37,4040.03,
Motorcycles,Q1,Feb,2004,30,3336.9,
Motorcycles,Q2,Apr,2004,27,3113.64,
Motorcycles,Q2,May,2004,25,2832,
Motorcycles,Q2,Jun,2004,34,3330.98,
Motorcycles,Q3,Aug,2004,38,4304.64,
Motorcycles,Q3,Aug,2004,26,2600.26,
Motorcycles,Q3,Sep,2004,38,4382.16,
Motorcycles,Q4,Oct,2004,50,4235,
Motorcycles,Q4,Nov,2004,22,2626.8,
Motorcycles,Q4,Nov,2004,32,5026.56,
Motorcycles,Q4,Nov,2004,31,2201.62,
Motorcycles,Q4,Dec,2004,40,4326.8,
Motorcycles,Q1,Jan,2005,22,3425.18,
Motorcycles,Q1,Feb,2005,41,4701.88,
Motorcycles,Q1,Mar,2005,45,2204.1,
Motorcycles,Q2,Apr,2005,45,5189.4,
Vintage Cars,Q1,Feb,2003,39,1565.85,
Vintage Cars,Q2,Apr,2003,49,2480.38,
Vintage Cars,Q2,Jun,2003,27,1355.13,
Vintage Cars,Q3,Aug,2003,34,1246.44,
Vintage Cars,Q4,Oct,2003,20,820.4,
Vintage Cars,Q4,Oct,2003,48,2492.64,
Vintage Cars,Q4,Dec,2003,29,1113.6,
Vintage Cars,Q1,Jan,2004,43,1763.86,
Vintage Cars,Q1,Feb,2004,41,1896.66,
Vintage Cars,Q2,Apr,2004,41,1449.35,
Vintage Cars,Q2,May,2004,36,1869.48,
Vintage Cars,Q2,Jun,2004,49,1860.53,
Vintage Cars,Q3,Jul,2004,38,1724.82,
Vintage Cars,Q3,Aug,2004,33,1713.69,
Vintage Cars,Q3,Sep,2004,26,1259.44,
Vintage Cars,Q4,Oct,2004,47,2051.08,
Vintage Cars,Q4,Nov,2004,34,1617.38,
Vintage Cars,Q4,Nov,2004,34,1765.62,
Vintage Cars,Q4,Nov,2004,40,2024.8,
Vintage Cars,Q4,Dec,2004,40,3288.4,
Vintage Cars,Q4,Dec,2004,33,2725.47,
Vintage Cars,Q1,Feb,2005,49,3224.2,
Vintage Cars,Q1,Mar,2005,27,3211.38,
Vintage Cars,Q1,Mar,2005,49,1796.34,
Vintage Cars,Q2,Apr,2005,56,1979.6,
Vintage Cars,Q2,May,2005,37,1921.41,
Trucks and Buses,Q1,Jan,2003,33,3705.24,
Trucks and Buses,Q2,Apr,2003,27,2843.91,
Trucks and Buses,Q2,Jun,2003,46,6176.42,
Trucks and Buses,Q3,Aug,2003,44,5500.44,
Trucks and Buses,Q3,Sep,2003,26,3220.1,
Trucks and Buses,Q4,Oct,2003,48,4556.16,
Trucks and Buses,Q4,Nov,2003,23,3114.89,
Trucks and Buses,Q4,Nov,2003,45,4948.2,
Trucks and Buses,Q4,Nov,2003,49,5161.17,
Trucks and Buses,Q4,Dec,2003,28,2657.76,
Trucks and Buses,Q1,Feb,2004,37,3983.05,
Trucks and Buses,Q1,Mar,2004,34,3974.94,
Trucks and Buses,Q2,May,2004,22,2928.42,
Trucks and Buses,Q2,Jun,2004,29,3054.57,
Trucks and Buses,Q3,Jul,2004,34,3345.26,
Trucks and Buses,Q3,Aug,2004,38,4310.72,
Trucks and Buses,Q3,Sep,2004,41,4983.14,
Trucks and Buses,Q4,Oct,2004,42,4618.32,
Trucks and Buses,Q4,Oct,2004,28,3403.12,
Trucks and Buses,Q4,Nov,2004,38,5190.42,
Trucks and Buses,Q4,Nov,2004,23,3141.57,
Trucks and Buses,Q4,Dec,2004,31,2213.4,
Trucks and Buses,Q4,Dec,2004,46,4896.7,
Trucks and Buses,Q1,Jan,2005,48,2714.4,
Trucks and Buses,Q1,Feb,2005,29,3087.05,
Trucks and Buses,Q1,Mar,2005,46,5692.96,
Trucks and Buses,Q2,May,2005,26,3460.86,
Trucks and Buses,Q2,May,2005,18,1895.94,
Trains,Q1,Jan,2003,32,1705.92,
Trains,Q2,Apr,2003,21,1033.41,
Trains,Q2,Jun,2003,46,3179.52,
Trains,Q3,Aug,2003,42,2091.18,
Trains,Q3,Sep,2003,31,1779.71,
Trains,Q4,Oct,2003,38,2537.64,
Trains,Q4,Nov,2003,38,2448.72,
Trains,Q4,Nov,2003,20,972.4,
Trains,Q4,Nov,2003,46,2856.14,
Trains,Q1,Jan,2004,30,1968.3,
Trains,Q1,Feb,2004,30,2056.2,
Trains,Q1,Mar,2004,43,2242.02,
Trains,Q2,May,2004,49,3128.65,
Trains,Q3,Jul,2004,43,2443.26,
Trains,Q3,Aug,2004,37,2470.86,
Trains,Q3,Sep,2004,35,1927.45,
Trains,Q4,Oct,2004,34,2051.56,
Trains,Q4,Oct,2004,38,2337.38,
Trains,Q4,Nov,2004,44,5932.96,
Trains,Q4,Nov,2004,21,2296.77,
Trains,Q4,Dec,2004,44,6490.88,
Trains,Q4,Dec,2004,25,1623.25,
Trains,Q1,Jan,2005,24,1405.92,
Trains,Q1,Feb,2005,38,2282.28,
Trains,Q1,Mar,2005,45,8977.05,
Trains,Q2,May,2005,51,3256.35,
Motorcycles,Q1,Mar,2003,34,2821.66,
Motorcycles,Q2,May,2003,44,3293.4,
Motorcycles,Q3,Jul,2003,44,4224,
Motorcycles,Q3,Aug,2003,38,3091.68,
Motorcycles,Q4,Oct,2003,31,2219.6,
Motorcycles,Q4,Nov,2003,48,3866.4,
Motorcycles,Q4,Nov,2003,21,1964.76,
Motorcycles,Q4,Nov,2003,40,2668.8,
Motorcycles,Q1,Jan,2004,40,3222,
Motorcycles,Q1,Feb,2004,50,3864.5,
Motorcycles,Q2,Apr,2004,20,1366.8,
Motorcycles,Q2,May,2004,48,3475.68,
Motorcycles,Q2,Jun,2004,47,4206.5,
Motorcycles,Q3,Aug,2004,21,1486.38,
Motorcycles,Q3,Aug,2004,39,3077.88,
Motorcycles,Q3,Sep,2004,44,3544.2,
Motorcycles,Q4,Oct,2004,28,2483.04,
Motorcycles,Q4,Nov,2004,45,3478.05,
Motorcycles,Q4,Nov,2004,20,3657.8,
Motorcycles,Q4,Nov,2004,38,4682.36,
Motorcycles,Q4,Dec,2004,26,3937.7,
Motorcycles,Q1,Jan,2005,44,4984.32,
Motorcycles,Q1,Feb,2005,49,5406.66,
Motorcycles,Q1,Mar,2005,22,3491.18,
Motorcycles,Q2,Apr,2005,31,2118.54,
Ships,Q1,Feb,2003,41,2897.47,
Ships,Q2,Apr,2003,25,1916.75,
Ships,Q2,Jun,2003,31,1860,
Ships,Q3,Aug,2003,41,2624,
Ships,Q3,Sep,2003,43,2780.81,
Ships,Q4,Oct,2003,43,3239.62,
Ships,Q4,Nov,2003,24,1824,
Ships,Q4,Nov,2003,21,1134,
Ships,Q4,Nov,2003,23,1487.41,
Ships,Q1,Jan,2004,38,2837.46,
Ships,Q1,Feb,2004,31,1942.77,
Ships,Q1,Mar,2004,36,2544.12,
Ships,Q2,May,2004,36,2568.24,
Ships,Q2,Jun,2004,34,2108,
Ships,Q3,Jul,2004,21,1372.14,
Ships,Q3,Aug,2004,45,3540.15,
Ships,Q3,Sep,2004,26,1958.84,
Ships,Q4,Oct,2004,50,2700,
Ships,Q4,Oct,2004,41,2542,
Ships,Q4,Nov,2004,39,2340,
Ships,Q4,Nov,2004,22,2816.44,
Ships,Q4,Dec,2004,46,3526.82,
Ships,Q1,Jan,2005,44,4627.92,
Ships,Q1,Feb,2005,25,1933.5,
Ships,Q1,Mar,2005,39,2600.13,
Ships,Q2,May,2005,37,2639.58,
Planes,Q1,Feb,2003,31,3312.97,
Planes,Q2,Apr,2003,47,3863.87,
Planes,Q2,Jun,2003,24,1863.36,
Planes,Q3,Aug,2003,36,3945.96,
Planes,Q4,Oct,2003,48,4954.08,
Planes,Q4,Oct,2003,28,2762.2,
Planes,Q4,Dec,2003,48,3989.76,
Planes,Q1,Jan,2004,21,1649.55,
Planes,Q1,Feb,2004,25,2534.75,
Planes,Q2,Apr,2004,25,2580.25,
Planes,Q2,May,2004,31,2831.54,
Planes,Q2,Jun,2004,40,3361.2,
Planes,Q3,Jul,2004,32,2864.32,
Planes,Q3,Aug,2004,24,1994.88,
Planes,Q3,Sep,2004,42,4296.6,
Planes,Q4,Oct,2004,21,2224.95,
Planes,Q4,Nov,2004,34,2795.14,
Planes,Q4,Nov,2004,27,2762.1,
Planes,Q4,Nov,2004,30,2658,
Planes,Q4,Dec,2004,39,5043.87,
Planes,Q4,Dec,2004,20,1210.8,
Planes,Q1,Feb,2005,37,3029.19,
Planes,Q1,Mar,2005,46,10066.6,
Planes,Q1,Mar,2005,47,4121.43,
Planes,Q2,Apr,2005,11,1135.31,
Planes,Q2,May,2005,23,2100.82,
Ships,Q1,Feb,2003,29,2034.35,
Ships,Q2,Apr,2003,38,3027.84,
Ships,Q2,Jun,2003,32,3104,
Ships,Q3,Aug,2003,43,3612.43,
Ships,Q3,Sep,2003,31,2711.88,
Ships,Q4,Oct,2003,29,3013.97,
Ships,Q4,Nov,2003,31,2738.54,
Ships,Q4,Nov,2003,30,2832,
Ships,Q4,Nov,2003,50,4720,
Ships,Q1,Jan,2004,40,3222,
Ships,Q1,Feb,2004,23,2231,
Ships,Q1,Mar,2004,26,2296.84,
Ships,Q2,May,2004,40,4157.2,
Ships,Q3,Jul,2004,21,2146.2,
Ships,Q3,Aug,2004,43,3724.23,
Ships,Q3,Sep,2004,29,2084.81,
Ships,Q4,Oct,2004,38,3488.78,
Ships,Q4,Oct,2004,23,1753.06,
Ships,Q4,Nov,2004,20,3469.2,
Ships,Q4,Nov,2004,36,2530.8,
Ships,Q4,Dec,2004,28,2924.32,
Ships,Q1,Jan,2005,44,4496.8,
Ships,Q1,Feb,2005,49,6397.44,
Ships,Q1,Mar,2005,32,2577.6,
Ships,Q2,May,2005,34,3533.62,
Ships,Q1,Feb,2003,30,3177.3,
Ships,Q2,Apr,2003,29,2730.06,
Ships,Q2,Jun,2003,22,1891.78,
Ships,Q3,Aug,2003,26,2612.48,
Ships,Q4,Oct,2003,32,2925.76,
Ships,Q4,Oct,2003,29,2940.02,
Ships,Q4,Nov,2003,34,3293.24,
Ships,Q4,Nov,2003,24,2389.68,
Ships,Q4,Nov,2003,24,2172.48,
Ships,Q1,Jan,2004,33,2927.43,
Ships,Q1,Feb,2004,26,2659.54,
Ships,Q2,May,2004,40,3838,
Ships,Q2,Jun,2004,44,4142.16,
Ships,Q3,Jul,2004,24,2172.48,
Ships,Q3,Aug,2004,20,1882.8,
Ships,Q3,Sep,2004,34,3477.86,
Ships,Q4,Oct,2004,34,3323.84,
Ships,Q4,Nov,2004,45,4195.8,
Ships,Q4,Nov,2004,41,4156.58,
Ships,Q4,Nov,2004,55,3918.75,
Ships,Q4,Dec,2004,23,2352.67,
Ships,Q4,Dec,2004,24,1089.36,
Ships,Q1,Jan,2005,32,2701.12,
Ships,Q1,Mar,2005,29,2487.04,
Ships,Q1,Mar,2005,36,3910.32,
Ships,Q2,Apr,2005,46,4038.8,
Ships,Q2,May,2005,32,3070.4,
Planes,Q1,Feb,2003,34,3763.46,
Planes,Q2,Apr,2003,24,2584.8,
Planes,Q2,Jun,2003,40,4427.6,
Planes,Q3,Aug,2003,26,2152.02,
Planes,Q4,Oct,2003,20,2353.4,
Planes,Q4,Oct,2003,31,3431.39,
Planes,Q4,Nov,2003,22,1930.5,
Planes,Q4,Nov,2003,42,4774.56,
Planes,Q1,Jan,2004,26,2592.72,
Planes,Q1,Feb,2004,37,3246.75,
Planes,Q2,Apr,2004,38,3372.5,
Planes,Q2,May,2004,35,3909.15,
Planes,Q2,Jun,2004,33,2994.75,
Planes,Q3,Jul,2004,39,4472.52,
Planes,Q3,Aug,2004,45,4576.95,
Planes,Q3,Sep,2004,24,2441.04,
Planes,Q4,Oct,2004,35,3106.25,
Planes,Q4,Nov,2004,23,2706.41,
Planes,Q4,Nov,2004,37,4021.53,
Planes,Q4,Nov,2004,55,4826.25,
Planes,Q4,Dec,2004,49,4935.28,
Planes,Q4,Dec,2004,26,2754.7,
Planes,Q1,Feb,2005,33,3856.71,
Planes,Q1,Mar,2005,37,3102.08,
Planes,Q1,Mar,2005,22,1908.72,
Planes,Q2,Apr,2005,85,7543.75,
Planes,Q2,May,2005,22,2457.18,
Ships,Q1,Feb,2003,31,2038.87,
Ships,Q2,Apr,2003,38,2499.26,
Ships,Q2,Jun,2003,45,3838.05,
Ships,Q3,Aug,2003,31,2643.99,
Ships,Q4,Oct,2003,36,2315.88,
Ships,Q4,Oct,2003,46,3225.06,
Ships,Q4,Nov,2003,32,2451.84,
Ships,Q4,Nov,2003,39,2254.98,
Ships,Q4,Nov,2003,50,3939.5,
Ships,Q1,Jan,2004,46,3424.7,
Ships,Q1,Feb,2004,36,2914.2,
Ships,Q1,Mar,2004,29,2389.6,
Ships,Q2,May,2004,32,2428.48,
Ships,Q2,Jun,2004,44,3021.48,
Ships,Q3,Jul,2004,42,2610.72,
Ships,Q3,Aug,2004,47,3091.19,
Ships,Q3,Sep,2004,44,2576.2,
Ships,Q4,Oct,2004,43,3232.31,
Ships,Q4,Nov,2004,48,3573.6,
Ships,Q4,Nov,2004,21,2022.51,
Ships,Q4,Nov,2004,50,3717.5,
Ships,Q4,Dec,2004,29,2185.15,
Ships,Q1,Jan,2005,41,2883.53,
Ships,Q1,Mar,2005,37,5017.57,
Ships,Q1,Mar,2005,22,1463,
Ships,Q2,May,2005,31,2352.59,
Classic Cars,Q1,Jan,2003,42,4460.82,
Classic Cars,Q2,Apr,2003,42,4758.18,
Classic Cars,Q2,May,2003,45,4597.2,
Classic Cars,Q3,Jul,2003,36,4114.8,
Classic Cars,Q3,Sep,2003,20,2104,
Classic Cars,Q4,Oct,2003,39,3195.27,
Classic Cars,Q4,Nov,2003,42,3611.16,
Classic Cars,Q4,Nov,2003,23,2000.77,
Classic Cars,Q4,Nov,2003,26,2314.26,
Classic Cars,Q4,Dec,2003,33,3871.89,
Classic Cars,Q1,Feb,2004,31,2728,
Classic Cars,Q1,Mar,2004,50,5614,
Classic Cars,Q2,May,2004,44,4628.8,
Classic Cars,Q2,Jun,2004,45,3641.4,
Classic Cars,Q3,Jul,2004,46,4048,
Classic Cars,Q3,Aug,2004,27,2321.46,
Classic Cars,Q3,Sep,2004,28,3256.96,
Classic Cars,Q4,Oct,2004,40,4208,
Classic Cars,Q4,Oct,2004,30,2973.9,
Classic Cars,Q4,Nov,2004,34,4248.3,
Classic Cars,Q4,Nov,2004,46,9558.8,
Classic Cars,Q4,Nov,2004,32,2650.56,
Classic Cars,Q4,Dec,2004,27,3761.37,
Classic Cars,Q1,Jan,2005,34,4301.34,
Classic Cars,Q1,Feb,2005,34,1864.56,
Classic Cars,Q2,May,2005,34,3576.8,
Classic Cars,Q2,May,2005,46,3722.32,
Planes,Q1,Feb,2003,32,3986.56,
Planes,Q2,Apr,2003,24,3417.12,
Planes,Q2,Jun,2003,27,2691.09,
Planes,Q3,Aug,2003,20,2752.6,
Planes,Q4,Oct,2003,36,4527.72,
Planes,Q4,Nov,2003,29,3957.05,
Planes,Q1,Jan,2004,25,2818,
Planes,Q1,Feb,2004,29,3199.86,
Planes,Q2,Apr,2004,25,2402.75,
Planes,Q2,May,2004,44,6055.72,
Planes,Q2,Jun,2004,47,5465.16,
Planes,Q3,Jul,2004,48,6378.72,
Planes,Q3,Aug,2004,45,5392.8,
Planes,Q3,Sep,2004,35,3986.5,
Planes,Q4,Oct,2004,31,4009.23,
Planes,Q4,Nov,2004,50,7119,
Planes,Q4,Nov,2004,33,4072.2,
Planes,Q4,Nov,2004,29,4094.51,
Planes,Q4,Dec,2004,48,3302.4,
Planes,Q4,Dec,2004,44,3186.48,
Planes,Q1,Feb,2005,25,1668.25,
Planes,Q1,Mar,2005,50,7154.5,
Planes,Q1,Mar,2005,23,2810.83,
Planes,Q2,Apr,2005,21,2018.31,
Planes,Q2,May,2005,41,5642.83,
Planes,Q1,Feb,2003,44,3273.6,
Planes,Q2,Apr,2003,43,3268,
Planes,Q3,Aug,2003,28,2688,
Planes,Q4,Oct,2003,43,3715.2,
Planes,Q4,Oct,2003,48,4608,
Planes,Q4,Dec,2003,38,3131.2,
Planes,Q1,Jan,2004,31,2678.4,
Planes,Q1,Feb,2004,26,1747.2,
Planes,Q2,Apr,2004,32,2944,
Planes,Q2,May,2004,44,2956.8,
Planes,Q2,Jun,2004,27,2052,
Planes,Q3,Jul,2004,43,3164.8,
Planes,Q3,Aug,2004,25,1740,
Planes,Q3,Sep,2004,22,1777.6,
Planes,Q4,Oct,2004,21,1831.2,
Planes,Q4,Nov,2004,48,3609.6,
Planes,Q4,Nov,2004,33,2112,
Planes,Q4,Nov,2004,34,3644.12,
Planes,Q4,Dec,2004,43,3523.85,
Planes,Q4,Dec,2004,44,5001.92,
Planes,Q1,Feb,2005,44,5208.72,
Planes,Q1,Mar,2005,32,3018.88,
Planes,Q1,Mar,2005,29,1902.4,
Planes,Q2,Apr,2005,77,7084,
Planes,Q2,May,2005,39,2620.8,
Ships,Q1,Feb,2003,39,3164.46,
Ships,Q2,Apr,2003,36,4219.2,
Ships,Q2,Jun,2003,42,3828.3,
Ships,Q3,Aug,2003,21,2334.99,
Ships,Q3,Sep,2003,50,4407.5,
Ships,Q4,Oct,2003,24,2812.8,
Ships,Q4,Nov,2003,44,4055.04,
Ships,Q4,Nov,2003,37,3891.66,
Ships,Q4,Nov,2003,27,2488.32,
Ships,Q1,Jan,2004,37,4447.4,
Ships,Q1,Feb,2004,38,4187.22,
Ships,Q1,Mar,2004,48,4615.68,
Ships,Q2,May,2004,30,3245.4,
Ships,Q2,Jun,2004,25,2203.75,
Ships,Q3,Jul,2004,40,3446,
Ships,Q3,Aug,2004,22,1939.3,
Ships,Q3,Sep,2004,34,3473.78,
Ships,Q4,Oct,2004,32,2884.8,
Ships,Q4,Oct,2004,31,2670.65,
Ships,Q4,Nov,2004,43,3440,
Ships,Q4,Nov,2004,31,2770.78,
Ships,Q4,Dec,2004,31,2397.54,
Ships,Q1,Jan,2005,34,3275.56,
Ships,Q1,Mar,2005,45,4143.6,
Ships,Q1,Mar,2005,48,5192.64,
Ships,Q2,May,2005,28,3029.04,
Ships,Q1,Feb,2003,22,2556.18,
Ships,Q2,Apr,2003,45,3753.9,
Ships,Q2,Jun,2003,30,2562.3,
Ships,Q3,Aug,2003,38,3245.58,
Ships,Q3,Sep,2003,20,2204.6,
Ships,Q4,Oct,2003,28,3003,
Ships,Q4,Nov,2003,24,2526.48,
Ships,Q4,Nov,2003,22,1747.9,
Ships,Q4,Nov,2003,35,3267.25,
Ships,Q1,Jan,2004,33,2818.53,
Ships,Q1,Feb,2004,31,2955.54,
Ships,Q1,Mar,2004,35,2885.05,
Ships,Q2,May,2004,35,3162.95,
Ships,Q2,Jun,2004,50,4071.5,
